step,t_s,guidance_updated,trajectory_id,guidance_cycle_index,sigma_cmd_rad,sigma_target_rad,sigma_actual_rad,roll_rate_rad_s,roll_accel_rad_s2,tau_roll_cmd_Nm,tau_roll_capacity_Nm,requested_duty,fired_this_step,num_internal_steps,num_fired_internal_steps,roll_pos_backlog_s,roll_neg_backlog_s,roll_pos_is_on,roll_neg_is_on,active_thrusters,torque_z_from_rcs,force_x_from_rcs,force_y_from_rcs,force_z_from_rcs,cpas_phase,cpas_drag_cdA_m2,cpas_lift_scale,cpas_open_fraction,cpas_force_vertical,cpas_events,cpas_fbc_jettisoned,cpas_mass_shed_kg,cpas_reefing_stage,cpas_num_mains_active,cpas_num_mains_squidding,cpas_pendulum_angle_deg,cpas_pendulum_rate_deg_s,cpas_pendulum_lateral_v_mps,cpas_wind_east_mps,cpas_wind_north_mps,cpas_mass_kg_now,r_m,phi_rad,lam_rad,V_mps,gamma_rad,chi_rad,alt_m,rho_kgm3,q_pa,T_K,p_Pa,drag_mag_N,lift_mag_N,lift_vertical_plane_N,lift_lateral_left_N,gravity_mps2,range_to_go_m,great_circle_range_m,great_circle_angle_rad,target_course_chi_rad,target_azimuth_north_rad,heading_error_rad,heading_offset_psi_rad,north_error_m,east_error_m,along_track_error_m,cross_track_error_m,interval_active,interval_failed,interval_failure_time_s,interval_failure_reason,interval_failure_kind,nominal_continued_after_interval_failure,last_valid_interval_available,last_valid_interval_time_s,interval_step_failure_kind,interval_step_failure_reason,interval_step_heat_violation,interval_step_numerical_failure,interval_step_recentered,interval_step_recenter_reason,interval_step_split,interval_step_split_reason,interval_step_split_depth,interval_sigma_lo,interval_sigma_hi,interval_rho_lo,interval_rho_hi,interval_q_lo,interval_q_hi,interval_alt_lo,interval_alt_hi,width_r_m,width_phi_rad,width_lam_rad,width_V_mps,width_gamma_rad,width_chi_rad,dx_width_r,dx_width_phi,dx_width_lam,dx_width_V,dx_width_gamma,dx_width_chi,heating_qdot_max_lo,heating_qdot_max_hi,heating_qdot_mean_lo,heating_qdot_mean_hi,heating_Q_max_lo,heating_Q_max_hi,nominal_heat_qdot_max_lo,nominal_heat_qdot_max_hi,nominal_heat_Q_max_lo,nominal_heat_Q_max_hi,nominal_heat_violation,nominal_heat_violation_reason,guidance_selected_candidate_index,guidance_any_feasible_candidate,guidance_selected_candidate_heat_feasible,guidance_selected_interval_screen_used,guidance_selected_interval_failure_kind,guidance_chosen_sigma_cmd_deg,guidance_chosen_sigma_mag_deg,guidance_heading_deadband_deg,guidance_current_altitude_rate_mps,guidance_selected_geometry_cost,guidance_selected_heat_penalty,guidance_selected_total_cost,guidance_selected_failure_reason,guidance_selected_violation_amount,guidance_selected_first_violation_step,guidance_selected_first_violation_time_s,guidance_selected_max_heating_rate_lo,guidance_selected_max_heating_rate_hi,guidance_selected_max_heat_load_lo,guidance_selected_max_heat_load_hi,guidance_candidate_count,guidance_candidate_sigma_deg_json,guidance_candidate_cost_json,guidance_candidate_heat_flag_json,guidance_candidate_failure_reason_json,safety_status,safety_checks,layer_indices,r_m_lo,r_m_hi,r_m_width,phi_rad_lo,phi_rad_hi,phi_rad_width,lam_rad_lo,lam_rad_hi,lam_rad_width,V_mps_lo,V_mps_hi,V_mps_width,gamma_rad_lo,gamma_rad_hi,gamma_rad_width,chi_rad_lo,chi_rad_hi,chi_rad_width
0,0.0,True,traj_000,0,1.2217304763960306,0.04363323129985824,0.0,0.0,0.0,349.0658503988659,5693.72366753344,0.06130712882841461,0,50,0,0.010422211900830486,0.0,0,0,,0.0,0.0,0.0,0.0,stowed,0.0,1.0,0.0,0,main3_failed_at_init,0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,8500.0,6493100.0,0.0,0.0,10500.0,-0.09599310885968812,1.5707963267948966,115000.0,4.586682322837987e-08,2.5284086304644404,,,76.95004041904488,21.46118467077623,21.46118467077623,-0.0,9.454381251483234,2347779.1376773175,2347779.1376773175,0.36810008273268174,0.8027288082163565,0.76806751857854,-0.76806751857854,-0.76806751857854,1688650.9367553738,1631111.5513992435,1688650.9367553738,-1631111.5513992435,1,0,,,,0,1,0.0,none,,0,0,0,,0,,0,0.0,0.0,4.579083423550401e-08,4.5942961435230245e-08,2.5146128202095497,2.5422629596107527,114990.0,115010.0,34.639629668556154,0.00035080542130604673,0.0003518812805942253,40.012344912365734,0.005238467828118043,0.006981317499362483,58.55851867309946,6.958283628723206e-06,1.126172078143734e-05,0.049379649463525244,9.920288540220105e-06,1.96554106078457e-09,19719.78941721778,42813.336919049056,25354.01496499429,25688.00215142944,4929.947354304445,10703.334229762264,19849.35390608342,42534.32979875018,4962.338476520855,10633.582449687545,0,,7,1,1,1,none,70.0,70.0,12.000000000000002,-1006.3804014623518,58.98876578931319,0.0,58.98876578931319,,0.0,-1,,19719.78941721778,104847.2037773873,4929.947354304445,689567.3448749926,8,"[0.0, 40.0, 45.0, 50.0, 55.0, 59.99999999999999, 65.0, 70.0]","[58.98901742724811, 58.98884529952496, 58.98882807547159, 58.98881229242177, 58.98879807048125, 58.988785517834984, 58.98877473008034, 58.98876578931319]","[1, 1, 1, 1, 1, 1, 1, 1]","["""", """", """", """", """", """", """", """"]",inside,"{'min_altitude_m': 'inside', 'max_altitude_m': 'inside', 'max_speed_mps': 'inside', 'max_dynamic_pressure_pa': 'inside'}",0,6492831.072917311,6492865.71254698,34.639629668556154,0.00022700898599712453,0.0005778144073031713,0.00035080542130604673,-0.0001759406402971126,0.00017594064029711267,0.0003518812805942253,10480.218104095191,10520.230449007557,40.012344912365734,-0.09843393765533892,-0.09319546982722088,0.005238467828118043,1.5673056680452153,1.5742869855445778,0.006981317499362483
1,0.25,False,traj_000,0,1.2217304763960306,0.1308996938995747,0.0,0.0,0.0,1047.1975511965977,5693.72366753344,0.18392138648524384,0,50,0,0.04659341790959506,0.0,0,0,,0.0,0.0,0.0,0.0,stowed,0.0,1.0,0.0,0,,0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,8500.0,6492848.404899634,0.00040241410431286203,2.4640757238924784e-20,10500.224277334932,-0.09581470261990824,1.5707963267948966,114748.40489963442,4.7827160898350485e-08,2.6365848744803593,,,80.2316261259925,22.376529251659267,22.376529251659267,-0.0,9.455113972143833,2345933.718740239,2345933.718740239,0.3678107459494581,0.8020033309557402,0.7687929958391564,-0.7687929958391564,-0.7687929958391564,1686140.762565309,1631053.1387842898,1686140.762565309,-1631053.1387842898,1,0,,,,0,1,0.25,none,,0,0,0,,0,,0,0.0,0.0,4.76892694223352e-08,4.796575225896049e-08,2.618974774153253,2.6543107801769334,114731.07291731145,114765.71254698001,49.2847862187773,0.00035254619099398074,0.0003546969326902762,40.024704723489776,0.005240950761891142,0.006981319126286856,58.58062620152498,6.9630787517358395e-06,1.1262608384203597e-05,0.04943924450065529,9.931735092434213e-06,6.507697026086071e-09,20125.674495250678,43748.559329910466,25875.867208179447,26249.135597946275,9961.365978117115,21640.474062239882,20270.39323453207,43436.55693114015,10029.936785153874,21492.721682472584,0,,7,1,1,1,none,70.0,70.0,12.000000000000002,-1006.3804014623518,58.98876578931319,0.0,58.98876578931319,,0.0,-1,,19719.78941721778,104847.2037773873,4929.947354304445,689567.3448749926,8,"[0.0, 40.0, 45.0, 50.0, 55.0, 59.99999999999999, 65.0, 70.0]","[58.98901742724811, 58.98884529952496, 58.98882807547159, 58.98881229242177, 58.98879807048125, 58.988785517834984, 58.98877473008034, 58.98876578931319]","[1, 1, 1, 1, 1, 1, 1, 1]","["""", """", """", """", """", """", """", """"]",inside,"{'min_altitude_m': 'inside', 'max_altitude_m': 'inside', 'max_speed_mps': 'inside', 'max_dynamic_pressure_pa': 'inside'}",0,6492572.603857383,6492621.888643602,49.2847862187773,0.0006285813938381727,0.0009811275848321534,0.00035254619099398074,-0.00017734846634513804,0.00017734846634513815,0.0003546969326902762,10480.435701684457,10520.460406407947,40.024704723489776,-0.09825675676224493,-0.09301580600035379,0.005240950761891142,1.5673056672317531,1.57428698635804,0.006981319126286856
2,0.5,False,traj_000,0,1.2217304763960306,0.21816615649929116,0.0033877655821824004,0.02419832558701713,0.09679330234806852,1745.3292519943293,5693.72366753344,0.306535644142073,1,50,17,0.029120886193496946,0.0,0,0,"POD0_RPOS,POD1_RPOS,POD2_RPOS,POD3_RPOS",1935.86604696137,-3.865352482534945e-14,-4.445160296229901e-14,0.0,stowed,0.0,1.0,0.0,0,,0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,8500.0,6492597.270599564,0.000804859304705055,4.9283420558831324e-20,10500.448055934725,-0.09563627914632362,1.5707963267948966,114497.2705995636,4.9881105468330134e-08,2.7499306139646422,,,83.66892488531215,23.33531167846203,23.335177769421616,-0.07905441453625542,9.455845435764177,2344089.45301077,2344089.45301077,0.3675215899736238,0.8012766266324994,0.7695197001623971,-0.7695197001623971,-0.7695197001623971,1683630.3895484868,1630994.811489338,1683630.3895484868,-1630994.811489338,1,0,,,,0,1,0.5,none,,0,0,0,,0,,0,0.0033877655821824004,0.0033877655821824004,4.967529321220354e-08,5.008823578123156e-08,2.7281554915434487,2.771885151048725,114472.60385738313,114521.88864360191,63.93547563161701,0.00035428816014590166,0.00035751280720670256,40.0370800696237,0.005243436576471097,0.0069813218937264665,58.602757651006755,6.9678766076838785e-06,1.1263498065705556e-05,0.04950138453480479,9.943258319801635e-06,1.1069758777336363e-08,20541.74720773087,44708.95020048142,26410.817838511124,26825.37012028885,15096.802780049833,32817.71161236024,20702.39900434299,44362.28358073498,15205.536536239622,32583.292577656328,0,,7,1,1,1,none,70.0,70.0,12.000000000000002,-1006.3804014623518,58.98876578931319,0.0,58.98876578931319,,0.0,-1,,19719.78941721778,104847.2037773873,4929.947354304445,689567.3448749926,8,"[0.0, 40.0, 45.0, 50.0, 55.0, 59.99999999999999, 65.0, 70.0]","[58.98901742724811, 58.98884529952496, 58.98882807547159, 58.98881229242177, 58.98879807048125, 58.988785517834984, 58.98877473008034, 58.98876578931319]","[1, 1, 1, 1, 1, 1, 1, 1]","["""", """", """", """", """", """", """", """"]",inside,"{'min_altitude_m': 'inside', 'max_altitude_m': 'inside', 'max_speed_mps': 'inside', 'max_dynamic_pressure_pa': 'inside'}",0,6492314.592902083,6492378.528377715,63.93547563161701,0.0010301842408494094,0.001384472400995311,0.00035428816014590166,-0.0001787564036033512,0.00017875640360335136,0.00035751280720670256,10480.652787676692,10520.689867746316,40.0370800696237,-0.09807955997656431,-0.09283612340009322,0.005243436576471097,1.5673056656255104,1.574286987519237,0.0069813218937264665
3,0.75,False,traj_000,0,1.2217304763960306,0.30543261909900765,0.012576012150664485,0.054090374841567646,0.11956819701820207,2319.5655257865333,5693.72366753344,0.4073899017989022,1,50,21,0.02036949508994511,0.0,0,0,"POD0_RPOS,POD1_RPOS,POD2_RPOS,POD3_RPOS",2391.3639403640454,-4.774847184307873e-14,-5.491080365931053e-14,0.0,stowed,0.0,1.0,0.0,0,,0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,8500.0,6492346.597184636,0.0012073355440556672,7.392799045386816e-20,10500.67133107676,-0.0954578383488519,1.5707963265724485,114246.5971846357,5.2033101383131e-08,2.868691505569153,,,87.26928170836817,24.33958113935493,24.337656438331503,-0.30608679975359054,9.456575641643006,2342246.344117505,2342246.344117505,0.36723261537409335,0.8005486931418102,0.7702476336530863,-0.7702476334306383,-0.7702476334306383,1681119.8180678177,1630936.569530356,1681119.8184306163,-1630936.569156394,1,0,,,,0,1,0.75,none,,0,0,0,,0,,0,0.012576012150664485,0.012576012150664485,5.175314754524152e-08,5.231546751360838e-08,2.842388513504887,2.8952665451365656,114214.59290208295,114278.52837771457,78.59170394204557,0.0003560313294694018,0.00036032890466418204,40.04947162906319,0.005245925292107781,0.006981325812946082,58.62491324266375,6.9726772940004525e-06,1.1264389829917884e-05,0.049566237760646725,9.954862546777445e-06,1.5676878911652773e-08,20968.26669234888,45695.14681750627,26959.200033019995,27417.088090503756,20338.869453137053,44241.498316736805,21145.60909170926,45312.01948223412,20491.93880916694,43911.29744821486,0,,7,1,1,1,none,70.0,70.0,12.000000000000002,-1006.3804014623518,58.98876578931319,0.0,58.98876578931319,,0.0,-1,,19719.78941721778,104847.2037773873,4929.947354304445,689567.3448749926,8,"[0.0, 40.0, 45.0, 50.0, 55.0, 59.99999999999999, 65.0, 70.0]","[58.98901742724811, 58.98884529952496, 58.98882807547159, 58.98881229242177, 58.98879807048125, 58.988785517834984, 58.98877473008034, 58.98876578931319]","[1, 1, 1, 1, 1, 1, 1, 1]","["""", """", """", """", """", """", """", """"]",inside,"{'min_altitude_m': 'inside', 'max_altitude_m': 'inside', 'max_speed_mps': 'inside', 'max_dynamic_pressure_pa': 'inside'}",0,6492057.0401335275,6492135.6318374695,78.59170394204557,0.0014318174693405629,0.0017878487988099647,0.0003560313294694018,-0.0001801644522423309,0.00018016445242185114,0.00036032890466418204,10480.869356729654,10520.918828358717,40.04947162906319,-0.0979023472154558,-0.09265642192334803,0.005245925292107781,1.5673056628042141,1.5742869886171602,0.006981325812946082
4,1.0,True,traj_000,4,1.2217304763960306,0.39269908169872414,0.029536191525329703,0.08682928592988498,0.13095564435326934,2824.6230570182065,5693.72366753344,0.4960941594557315,1,50,23,0.02232423717550792,0.0,0,0,"POD0_RPOS,POD1_RPOS,POD2_RPOS,POD3_RPOS",2619.1128870653833,-5.2295945351943376e-14,-6.014040400781629e-14,0.0,stowed,0.0,1.0,0.0,0,,0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,8500.0,6492096.384739971,0.0016098427650420436,8.953711426489606e-14,10500.894097822333,-0.09527938013623066,1.5707963257111963,113996.38473997079,5.4288101125621324e-08,2.993141254415573,,,91.0408415652664,25.39160997310104,25.380535127993877,-0.7498624158824271,9.457304589078866,2340404.3956977627,2340404.3956977627,0.3669438227211494,0.7998195283782258,0.7709767984166708,-0.7709767973329705,-0.7709767973329705,1678609.0484874616,1630878.4129227502,1678609.0502548448,-1630878.4111036411,1,0,,,,0,1,1.0,none,,0,0,0,,0,,0,0.029536191525329703,0.029536191525329703,5.392712054685944e-08,5.46527694211818e-08,2.9619099529995045,3.0247502272769258,113957.04013352748,114035.63183746953,93.2534772446379,0.00035777569969835444,0.0003631452255868674,40.061880133096565,0.005248416930080754,0.0069813309035209326,58.64709321116652,6.977480915811322e-06,1.1265283690741344e-05,0.049634016136989034,9.966551891929434e-06,2.0362299464736333e-08,21405.465935322667,46707.80547401214,27521.313345414852,28024.683284407278,25690.23593696772,55918.44968523984,21600.326141511418,46286.41316038161,25892.02034454479,55482.90073831026,0,,7,1,1,1,none,70.0,70.0,12.000000000000002,-999.0055560087117,58.992564269401214,0.0,58.992564269401214,,0.0,-1,,21405.465935322667,115145.52637067215,25690.23593696772,800780.5369903297,8,"[0.0, 40.0, 45.0, 50.0, 55.0, 59.99999999999999, 65.0, 70.0]","[58.992864367428965, 58.99265909225717, 58.99263855118333, 58.99261972858643, 58.99260276767508, 58.99258779752461, 58.99257493211388, 58.992564269401214]","[1, 1, 1, 1, 1, 1, 1, 1]","["""", """", """", """", """", """", """", """"]",inside,"{'min_altitude_m': 'inside', 'max_altitude_m': 'inside', 'max_speed_mps': 'inside', 'max_dynamic_pressure_pa': 'inside'}",0,6491799.945634089,6491893.199111334,93.2534772446379,0.001833481021395469,0.0021912567210938235,0.00035777569969835444,-0.00018157261226629684,0.00018157261332057053,0.0003631452255868674,10481.08540323671,10521.147283369806,40.061880133096565,-0.09772511840656879,-0.09247670147648804,0.005248416930080754,1.5673056581476434,1.5742869890511644,0.0069813309035209326
5,1.25,False,traj_000,4,1.2217304763960306,0.4799655442984406,0.05552804006761986,0.12668535160261915,0.15942426269093668,3256.117678465347,5693.72366753344,0.5718784171125607,1,50,28,0.020015744598939622,0.0,0,0,"POD0_RPOS,POD1_RPOS,POD2_RPOS,POD3_RPOS",3188.485253818726,-6.366462912410498e-14,-7.32144048790807e-14,0.0,stowed,0.0,1.0,0.0,0,,0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,8500.0,6491846.633350968,0.002012380910131488,5.257683888869241e-13,10501.116350993108,-0.09510090442711182,1.57079632360135,113746.63335096836,5.665106428409672e-08,3.123553999915909,,,94.99176261315591,26.493674240017945,26.452839923348947,-1.47038591052369,9.45803227737009,2338563.6113972887,2338563.6113972887,0.36665521258639544,0.7990891302358655,0.7717071965590311,-0.7717071933654845,-0.7717071933654845,1676098.0811728716,1630820.3416808816,1676098.0863809723,-1630820.3363281842,1,0,,,,0,1,1.25,none,,0,0,0,,0,,0,0.05552804006761986,0.05552804006761986,5.620177390142089e-08,5.710574058070961e-08,3.086970983891888,3.16064684699212,113699.94563408941,113793.19911133405,107.92080169636756,0.0003595212715952795,0.00036596177050568106,40.07430636629397,0.005250911511945219,0.0069813371947138325,58.669297805559154,6.98228758769996e-06,1.1266179675254704e-05,0.049704932791623135,9.978327457843615e-06,2.5164771442907007e-08,21853.597407144935,47747.60043387691,28097.48238061492,28648.560260326147,31153.635288753954,67855.34979370906,22066.811998765526,47286.02571164041,31408.723344236172,67304.40716622036,0,,7,1,1,1,none,70.0,70.0,12.000000000000002,-999.0055560087117,58.992564269401214,0.0,58.992564269401214,,0.0,-1,,21405.465935322667,115145.52637067215,25690.23593696772,800780.5369903297,8,"[0.0, 40.0, 45.0, 50.0, 55.0, 59.99999999999999, 65.0, 70.0]","[58.992864367428965, 58.99265909225717, 58.99263855118333, 58.99261972858643, 58.99260276767508, 58.99258779752461, 58.99257493211388, 58.992564269401214]","[1, 1, 1, 1, 1, 1, 1, 1]","["""", """", """", """", """", """", """", """"]",inside,"{'min_altitude_m': 'inside', 'max_altitude_m': 'inside', 'max_speed_mps': 'inside', 'max_dynamic_pressure_pa': 'inside'}",0,6491543.309486374,6491651.230288071,107.92080169636756,0.002235174838861183,0.0025946961104564626,0.0003595212715952795,-0.0001829808834365208,0.00018298088706916025,0.00036596177050568106,10481.30092131309,10521.375227679384,40.07430636629397,-0.09754787350848752,-0.0922969619965423,0.005250911511945219,1.5673056508614644,1.5742869880561783,0.0069813371947138325
6,1.5,False,traj_000,4,1.2217304763960306,0.5672320068981571,0.09205327739484688,0.170811710026003,0.17650543369353544,3586.890328233821,5693.72366753344,0.6299726747693898,1,50,31,0.018899180243081695,0.0,0,0,"POD0_RPOS,POD1_RPOS,POD2_RPOS,POD3_RPOS",3530.1086738707318,-7.048583938740194e-14,-8.105880540183936e-14,0.0,stowed,0.0,1.0,0.0,0,,0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,8500.0,6491597.343103288,0.002414949921571634,1.811393889642669e-12,10501.338085170773,-0.094922411171204,1.5707963194643635,113497.34310328774,5.912732703450274e-08,3.2602246884045427,,,99.13087199186106,27.64823662732322,27.531176429434097,-2.541517855894328,9.45875870581486,2336723.9948699456,2336723.9948699456,0.36636678554270796,0.7983574966086031,0.7724388301862934,-0.7724388228557604,-0.7724388228557604,1673586.9164908298,1630762.355817571,1673586.928445187,-1630762.3435492867,1,0,,,,0,1,1.5,none,,0,0,0,,0,,0,0.09205327739484688,0.09205327739484688,5.8581804296409246e-08,5.968023941704814e-08,3.2178302330002,3.3032814582339123,113443.30948637426,113551.23028807063,122.59368351660669,0.00036126804595369667,0.00036877853996215756,40.086751172730146,0.005253409058212671,0.006981344728595351,58.69152728200686,6.987097433668304e-06,1.1267077825906063e-05,0.0497792257445383,9.990185069774804e-06,3.013552631823728e-08,22312.903571827923,48815.21116573695,28688.018878064482,29289.12669944217,36731.861181710934,80059.1525851433,22545.36091337926,48311.487671526986,37045.063572580984,79382.2790841021,0,,7,1,1,1,none,70.0,70.0,12.000000000000002,-999.0055560087117,58.992564269401214,0.0,58.992564269401214,,0.0,-1,,21405.465935322667,115145.52637067215,25690.23593696772,800780.5369903297,8,"[0.0, 40.0, 45.0, 50.0, 55.0, 59.99999999999999, 65.0, 70.0]","[58.992864367428965, 58.99265909225717, 58.99263855118333, 58.99261972858643, 58.99260276767508, 58.99258779752461, 58.99257493211388, 58.992564269401214]","[1, 1, 1, 1, 1, 1, 1, 1]","["""", """", """", """", """", """", """", """"]",inside,"{'min_altitude_m': 'inside', 'max_altitude_m': 'inside', 'max_speed_mps': 'inside', 'max_dynamic_pressure_pa': 'inside'}",0,6491287.131773145,6491409.725456662,122.59368351660669,0.0026368988633357964,0.002998166909289493,0.00036126804595369667,-0.000184389265204875,0.00018438927475728257,0.00036877853996215756,10481.515904783071,10521.602655955801,40.086751172730146,-0.09737061254520164,-0.09211720348698897,0.005253409058212671,1.5673056399365088,1.5742869846651042,0.006981344728595351
7,1.75,False,traj_000,4,1.2217304763960306,0.6544984694978736,0.13975244741960818,0.22205522303380362,0.20497405203120245,3816.3146967202015,5693.72366753344,0.6702669324262193,1,50,36,0.0033513346621310966,0.0,0,0,"POD0_RPOS,POD1_RPOS,POD2_RPOS,POD3_RPOS",4099.481040624075,-8.185452315956354e-14,-9.413280627310381e-14,0.0,stowed,0.0,1.0,0.0,0,,0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,8500.0,6491348.51408277,0.002817549741379992,4.762673813057559e-12,10501.559294677423,-0.09474390038407168,1.5707963123139765,113248.51408276986,6.172250976987925e-08,3.40346398370074,,,103.46734996202804,28.85785835724616,28.576508959494696,-4.019841371845602,9.459483873711427,2334885.5497774933,2334885.5497774933,0.3660785421642015,0.797624625390241,0.7731717014046555,-0.7731716869237355,-0.7731716869237355,1671075.554809524,1630704.4553436988,1671075.5784236244,-1630704.4311449872,1,0,,,,0,1,1.75,none,,0,0,0,,0,,0,0.13975244741960818,0.13975244741960818,6.107234185037669e-08,6.238235528144287e-08,3.3547701742346314,3.452991948892394,113187.13177314494,113309.72545666154,137.2721289889887,0.00036301602360079566,0.00037159553451353533,40.09921544612371,0.005255909585831969,0.006981353560693515,58.71378189171253,6.9919105883952965e-06,1.1267978205511017e-05,0.049857093573148714,1.0002110477209144e-05,3.532839262473549e-08,22783.672373058827,49911.30674905952,29293.29305107563,29946.78404943571,42427.77927497564,92536.97927240818,23036.27753831724,49363.45186782266,42804.1329571603,91723.14205105777,0,,7,1,1,1,none,70.0,70.0,12.000000000000002,-999.0055560087117,58.992564269401214,0.0,58.992564269401214,,0.0,-1,,21405.465935322667,115145.52637067215,25690.23593696772,800780.5369903297,8,"[0.0, 40.0, 45.0, 50.0, 55.0, 59.99999999999999, 65.0, 70.0]","[58.992864367428965, 58.99265909225717, 58.99263855118333, 58.99261972858643, 58.99260276767508, 58.99258779752461, 58.99257493211388, 58.992564269401214]","[1, 1, 1, 1, 1, 1, 1, 1]","["""", """", """", """", """", """", """", """"]",inside,"{'min_altitude_m': 'inside', 'max_altitude_m': 'inside', 'max_speed_mps': 'inside', 'max_dynamic_pressure_pa': 'inside'}",0,6491031.412577154,6491168.684706143,137.2721289889887,0.0030386530361543648,0.0034016690597551604,0.00036301602360079566,-0.0001857977566321767,0.00018579777788135863,0.00037159553451353533,10481.73034716864,10521.829562614763,40.09921544612371,-0.09719333564862376,-0.09193742606279179,0.005255909585831969,1.5673056241969285,1.574286977757622,0.006981353560693515
8,2.0,True,traj_000,8,1.2217304763960306,0.7417649320975901,0.19950096015578694,0.27045187420783756,0.19358660469613576,3927.8789852886416,5693.72366753344,0.689861190083049,1,50,34,0.004249091570347038,0.0,1,0,"POD0_RPOS,POD1_RPOS,POD2_RPOS,POD3_RPOS",3871.7320939227375,-7.73070496506989e-14,-8.890320592459803e-14,0.0,stowed,0.0,1.0,0.0,0,,0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,8500.0,6491100.146375271,0.003220180311331429,1.05931580611307e-11,10501.779973565333,-0.09456537219095301,1.5707963010048525,113000.14637527056,6.444231104296705e-08,3.553586907236563,,,108.01053917177227,30.1251459918583,29.527631787483784,-5.97020787356298,9.460207780358608,2333048.27978924,2333048.27978924,0.36579048302617395,0.7968905144747155,0.7739058123201811,-0.773905786530137,-0.773905786530137,1668563.9964985836,1630646.6402676597,1668564.0385530319,-1630646.5972353201,1,0,,,,0,1,2.0,none,,0,0,0,,0,,0,0.19950096015578694,0.19950096015578694,6.367840654775136e-08,6.521873530118683e-08,3.4980672732458373,3.6101471357055828,112931.41257715411,113068.6847061431,151.95614445302635,0.0003647652053996508,0.00037441275473809555,40.11170016289179,0.0052584131055285616,0.006981363762821102,58.736061855031835,6.996727195420849e-06,1.1268880898240888e-05,0.04993886707390294,1.0014078786397792e-05,4.0808510306584456e-08,23266.13208558546,51036.67120819636,29913.598395752742,30622.002724917813,48244.31229637201,105296.14707445727,23539.836684562102,50442.507181204506,48689.09212830082,104333.7688463589,0,,7,1,1,1,none,70.0,70.0,12.000000000000002,-991.6252355628081,58.9971039955567,0.0,58.9971039955567,,0.0,-1,,23266.13208558546,126351.34071174233,48244.31229637201,922857.0471901238,8,"[0.0, 40.0, 45.0, 50.0, 55.0, 59.99999999999999, 65.0, 70.0]","[58.997462018439705, 58.99721712197552, 58.99719261602371, 58.997170160244124, 58.997149925353135, 58.9971320655048, 58.99711671666946, 58.9971039955567]","[1, 1, 1, 1, 1, 1, 1, 1]","["""", """", """", """", """", """", """", """"]",inside,"{'min_altitude_m': 'inside', 'max_altitude_m': 'inside', 'max_speed_mps': 'inside', 'max_dynamic_pressure_pa': 'inside'}",0,6490776.151980867,6490928.10812532,151.95614445302635,0.0034404372983728336,0.0038052025037724844,0.0003647652053996508,-0.00018720635632618634,0.00018720639841190919,0.00037441275473809555,10481.944241662071,10522.055941824963,40.11170016289179,-0.0970160431193923,-0.09175763001386374,0.0052584131055285616,1.5673056022752816,1.5742869660381027,0.006981363762821102
