step,t_s,guidance_updated,trajectory_id,guidance_cycle_index,sigma_cmd_rad,sigma_target_rad,sigma_actual_rad,roll_rate_rad_s,roll_accel_rad_s2,tau_roll_cmd_Nm,tau_roll_capacity_Nm,requested_duty,fired_this_step,num_internal_steps,num_fired_internal_steps,roll_pos_backlog_s,roll_neg_backlog_s,roll_pos_is_on,roll_neg_is_on,active_thrusters,torque_z_from_rcs,force_x_from_rcs,force_y_from_rcs,force_z_from_rcs,cpas_phase,cpas_drag_cdA_m2,cpas_lift_scale,cpas_open_fraction,cpas_force_vertical,cpas_events,cpas_fbc_jettisoned,cpas_mass_shed_kg,cpas_reefing_stage,cpas_num_mains_active,cpas_num_mains_squidding,cpas_pendulum_angle_deg,cpas_pendulum_rate_deg_s,cpas_pendulum_lateral_v_mps,cpas_wind_east_mps,cpas_wind_north_mps,cpas_mass_kg_now,r_m,phi_rad,lam_rad,V_mps,gamma_rad,chi_rad,alt_m,rho_kgm3,q_pa,T_K,p_Pa,drag_mag_N,lift_mag_N,lift_vertical_plane_N,lift_lateral_left_N,CD,CL,LD,gravity_mps2,mach,speed_of_sound_mps,fmv,specific_kinetic_e_j_kg,specific_potential_e_j_kg,specific_energy_j_kg,energy_height_m,aero_force_N,aero_decel_mps2,drag_decel_mps2,load_factor_g,rcs_fuel_step_kg,rcs_fuel_rate_kg_s,rcs_fuel_used_kg,rew_range_term,rew_heat_term,rew_gload_term,rew_fuel_term,reward_default,range_to_go_m,great_circle_range_m,great_circle_angle_rad,target_course_chi_rad,target_azimuth_north_rad,heading_error_rad,heading_offset_psi_rad,north_error_m,east_error_m,along_track_error_m,cross_track_error_m,interval_active,interval_failed,interval_failure_time_s,interval_failure_reason,interval_failure_kind,nominal_continued_after_interval_failure,last_valid_interval_available,last_valid_interval_time_s,interval_step_failure_kind,interval_step_failure_reason,interval_step_heat_violation,interval_step_numerical_failure,interval_step_recentered,interval_step_recenter_reason,interval_step_split,interval_step_split_reason,interval_step_split_depth,interval_sigma_lo,interval_sigma_hi,interval_rho_lo,interval_rho_hi,interval_q_lo,interval_q_hi,interval_alt_lo,interval_alt_hi,width_r_m,width_phi_rad,width_lam_rad,width_V_mps,width_gamma_rad,width_chi_rad,dx_width_r,dx_width_phi,dx_width_lam,dx_width_V,dx_width_gamma,dx_width_chi,heating_qdot_max_lo,heating_qdot_max_hi,heating_qdot_mean_lo,heating_qdot_mean_hi,heating_Q_max_lo,heating_Q_max_hi,nominal_heat_qdot_max_lo,nominal_heat_qdot_max_hi,nominal_heat_Q_max_lo,nominal_heat_Q_max_hi,nominal_heat_violation,nominal_heat_violation_reason,qdot_conv_stag_hi,qdot_rad_stag_hi,qdot_total_stag_hi,T_wall_stag_K_hi,guidance_selected_candidate_index,guidance_any_feasible_candidate,guidance_selected_candidate_heat_feasible,guidance_selected_interval_screen_used,guidance_selected_interval_failure_kind,guidance_chosen_sigma_cmd_deg,guidance_chosen_sigma_mag_deg,guidance_heading_deadband_deg,guidance_current_altitude_rate_mps,guidance_selected_geometry_cost,guidance_selected_heat_penalty,guidance_selected_total_cost,guidance_selected_failure_reason,guidance_selected_violation_amount,guidance_selected_first_violation_step,guidance_selected_first_violation_time_s,guidance_selected_max_heating_rate_lo,guidance_selected_max_heating_rate_hi,guidance_selected_max_heat_load_lo,guidance_selected_max_heat_load_hi,guidance_candidate_count,guidance_candidate_sigma_deg_json,guidance_candidate_cost_json,guidance_candidate_heat_flag_json,guidance_candidate_failure_reason_json,safety_status,safety_checks,layer_indices,r_m_lo,r_m_hi,r_m_width,phi_rad_lo,phi_rad_hi,phi_rad_width,lam_rad_lo,lam_rad_hi,lam_rad_width,V_mps_lo,V_mps_hi,V_mps_width,gamma_rad_lo,gamma_rad_hi,gamma_rad_width,chi_rad_lo,chi_rad_hi,chi_rad_width
0,0.0,True,traj_000,0,-0.8234928637648614,-0.04363323129985824,0.0,0.0,0.0,-349.0658503988659,5693.72366753344,0.06130712882841461,0,50,0,0.0,0.010422211900830486,0,0,,0.0,0.0,0.0,0.0,stowed,0.0,1.0,0.0,0,,0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,8500.0,6678100.0,0.0,0.0,10500.0,-0.20943951023931956,0.8026769229921922,300000.0,2.0356849886327133e-11,0.0011221713499837832,948.84228515625,,0.03415236354516182,0.009525013593167667,0.009525013593167667,-0.0,1.55,0.4322913420000001,0.27889764000000006,8.937816999560702,17.00384826327818,617.507274672404,34.448820000000005,55125000.0,2941995.0,58066995.0,5921185.62404083,0.0354557445228686,4.171264061513953e-06,4.017925122960214e-06,4.2535055921379397e-07,0.0,0.0,0.0,-23.477791376773176,-0.0,-0.0,-0.0,-23.477791376773176,2347779.1376773175,2347779.1376773175,0.36810008273268174,0.8027288082163565,0.76806751857854,5.1885224164327504e-05,5.1885224164327504e-05,1688650.9367553738,1631111.5513992435,2347779.134517117,121.81504679206324,1,0,,,,0,1,0.0,none,,0,0,0,,0,,0,0.0,0.0,2.0351562449172356e-11,2.0361195368634455e-11,0.0011176101222087897,0.0011266908179624613,299990.0,300010.0,35.523212685249746,0.00035229281917143916,0.00035231213770188854,40.01144668899542,0.005238444075855192,0.006981410822253453,62.092850743329564,1.2907875090293133e-05,1.2985149212090463e-05,0.04578675598639936,9.825279488843183e-06,3.7525710462187313e-07,161.51359124010818,350.1615375792427,207.66033159442478,210.0969225475457,40.378397810027046,87.54038439481067,162.46115559091524,348.13104769481834,40.61528889772881,87.03276192370458,0,,371.3394055695965,0.00037863820973002685,371.33978420780625,296.2683130270376,16,1,1,1,none,-47.18266555286824,47.18266555286824,12.000000000000002,-2183.072753586473,199591.19032719708,0.0,199591.19032719708,,0.0,-1,,161.51359124010818,445.0176739968039,40.378397810027046,3955.8332189136318,19,"[-34.37694101250946, -55.62305898749054, -68.75388202501894, -47.507764050037856, -42.492235949962144, -50.60753088741483, -45.59200278733911, -48.691769624716095, -46.77600836201735, -46.32375847535962, -47.055514163380124, -47.22825824867508, -47.335019964742884, -47.162275879447925, -47.26903759551573, -47.203055226288555, -47.18747890183445, -47.17785220390203, -47.18266555286824]","[359540.50714116875, 271745.88037070015, 442325.6784687426, 199777.4296159227, 226908.24086441542, 214441.7752009766, 202684.91554153967, 202732.93227601767, 199745.32041728552, 200430.17961484863, 199587.9262545328, 199587.45418064503, 199635.399732596, 199587.74241198078, 199602.19161555645, 199580.43933482337, 199576.7588289233, 199590.28458102446, 199591.19032719708]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","["""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]",outside,"{'min_altitude_m': 'inside', 'max_altitude_m': 'outside', 'max_speed_mps': 'inside', 'max_dynamic_pressure_pa': 'inside'}",0,6677536.45927167,6677571.982484356,35.523212685249746,0.0001003831725378155,0.0004526759917092547,0.00035229281917143916,9.09788929511741e-05,0.0004432910306530626,0.00035231213770188854,10480.458843237277,10520.470289926272,40.01144668899542,-0.21188240162058466,-0.20664395754472947,0.005238444075855192,0.7991862175810655,0.8061676284033189,0.006981410822253453
1,0.25,False,traj_000,0,-0.8234928637648614,-0.1308996938995747,0.0,0.0,0.0,-1047.1975511965977,5693.72366753344,0.18392138648524384,0,50,0,0.0,0.04659341790959506,0,0,,0.0,0.0,0.0,0.0,stowed,0.0,1.0,0.0,0,,0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,8500.0,6677554.2318116035,0.0002765296239306601,0.00026713484136129295,10500.464568156669,-0.20926317885191245,0.8026769229921922,299454.23181160353,2.0597171537795056e-11,0.001135519555538776,948.7554321289062,,0.034554486755708054,0.009637270141664394,0.009637270141664394,-0.0,1.55,0.4322960669387526,0.2789006883475823,8.93927806610258,17.005378909711425,617.4790120177838,34.45034417379113,55129878.07355681,2936642.8423952614,58066520.91595207,5921137.280921831,0.035873242545577326,4.220381475950274e-06,4.065233735965654e-06,4.3035914159782125e-07,0.0,0.0,0.0,-23.453268461109552,-0.0,-0.0,-0.0,-23.453268461109552,2345326.846110955,2345326.846110955,0.36771559651165,0.8027288230425785,0.768067503752318,5.190005038635537e-05,5.190005038635537e-05,1686887.1389318386,1629407.8051841762,2345326.8429522505,121.72258143098485,1,0,,,,0,1,0.25,none,,0,0,0,,0,,0,0.0,0.0,2.0589302832108025e-11,2.060504371292904e-11,0.0011307646923627674,0.0011402861595663266,299436.4592716703,299471.98248435557,51.052701003849506,0.0003555211157456903,0.00035555975261502973,40.02290320451175,0.005240903123576612,0.006981505845426783,62.11795327592836,1.291318629700433e-05,1.2990459652564542e-05,0.04582606206141926,9.836190885648371e-06,3.800926935258474e-07,162.47556738458533,352.29933433388015,208.89715806589538,211.37960060032816,80.99728965617338,175.61521797828073,163.43899840702775,350.22642515791665,81.47503849948575,174.58936821318375,0,,373.57446918413154,0.00038431764618033137,373.57485350177774,296.71311510350426,16,1,1,1,none,-47.18266555286824,47.18266555286824,12.000000000000002,-2183.072753586473,199591.19032719708,0.0,199591.19032719708,,0.0,-1,,161.51359124010818,445.0176739968039,40.378397810027046,3955.8332189136318,19,"[-34.37694101250946, -55.62305898749054, -68.75388202501894, -47.507764050037856, -42.492235949962144, -50.60753088741483, -45.59200278733911, -48.691769624716095, -46.77600836201735, -46.32375847535962, -47.055514163380124, -47.22825824867508, -47.335019964742884, -47.162275879447925, -47.26903759551573, -47.203055226288555, -47.18747890183445, -47.17785220390203, -47.18266555286824]","[359540.50714116875, 271745.88037070015, 442325.6784687426, 199777.4296159227, 226908.24086441542, 214441.7752009766, 202684.91554153967, 202732.93227601767, 199745.32041728552, 200430.17961484863, 199587.9262545328, 199587.45418064503, 199635.399732596, 199587.74241198078, 199602.19161555645, 199580.43933482337, 199576.7588289233, 199590.28458102446, 199591.19032719708]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","["""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]",outside,"{'min_altitude_m': 'inside', 'max_altitude_m': 'outside', 'max_speed_mps': 'inside', 'max_dynamic_pressure_pa': 'inside'}",0,6676983.344030163,6677034.396731167,51.052701003849506,0.00037534380651994804,0.0007308649222656383,0.0003555211157456903,0.000356533724329588,0.0007120934769446177,0.00035555975261502973,10480.917372043841,10520.940275248353,40.02290320451175,-0.21170727025996033,-0.20646636713638372,0.005240903123576612,0.7991860959006557,0.8061676017460825,0.006981505845426783
2,0.5,False,traj_000,0,-0.8234928637648614,-0.21816615649929116,-0.0033877655821824004,-0.02419832558701713,-0.09679330234806852,-1745.3292519943293,5693.72366753344,0.306535644142073,1,50,17,0.0,0.029120886193496946,0,0,"POD0_RNEG,POD1_RNEG,POD2_RNEG,POD3_RNEG",-1935.86604696137,3.865352482534945e-14,4.445160296229901e-14,0.0,stowed,0.0,1.0,0.0,0,,0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,8500.0,6677008.892259508,0.0005531044464952032,0.0005343133559991695,10500.928826780017,-0.2090868172358126,0.8026768491094189,298908.8922595084,2.0840452627512995e-11,0.0011490332103717181,948.66748046875,,0.03496154849330329,0.009750906444422532,0.009750850489115693,3.303372205965016e-05,1.55,0.43230078872936417,0.2789037346641059,8.94073834301814,17.0069190782713,617.4503905411304,34.45186733205295,55134753.11254977,2931294.8882767074,58066048.00082648,5921089.056999738,0.03629586821578289,4.270102143033281e-06,4.113123352153328e-06,4.3542923863228327e-07,0.08508767216551726,0.340350688662069,0.08508767216551726,-23.42874153763991,-0.0,-0.0,-3.4035068866206903,-26.8322484242606,2342874.153763991,2342874.153763991,0.36733104745362893,0.8027287640006205,0.768067562794276,5.1914891201598756e-05,5.1914891201598756e-05,1685122.9325589652,1627703.9050574307,2342874.1506067854,121.63005673706002,1,0,,,,0,1,0.5,none,,0,0,0,,0,,0,-0.0033877655821824004,-0.0033877655821824004,2.082902426925326e-11,2.0851946905264818e-11,0.001144030293784095,0.0011540529227217142,298883.34403016325,298934.3967311671,66.58847146946937,0.0003587507409827575,0.00035880870068304605,40.03436955191137,0.005243364901233671,0.00698160264560177,62.14308186431299,1.2918500948268545e-05,1.2995792272065031e-05,0.04586538959155284,9.847110628237476e-06,3.8720069970951585e-07,163.44013384998328,354.4512928778097,210.13731494997853,212.67077572668583,121.8573231186692,264.22804119773315,164.42319388867142,352.33541547572446,122.58083697165361,262.6732220821149,0,,375.82405308954793,0.00039008455813777695,375.8244431741061,297.1587960262022,16,1,1,1,none,-47.18266555286824,47.18266555286824,12.000000000000002,-2183.072753586473,199591.19032719708,0.0,199591.19032719708,,0.0,-1,,161.51359124010818,445.0176739968039,40.378397810027046,3955.8332189136318,19,"[-34.37694101250946, -55.62305898749054, -68.75388202501894, -47.507764050037856, -42.492235949962144, -50.60753088741483, -45.59200278733911, -48.691769624716095, -46.77600836201735, -46.32375847535962, -47.055514163380124, -47.22825824867508, -47.335019964742884, -47.162275879447925, -47.26903759551573, -47.203055226288555, -47.18747890183445, -47.17785220390203, -47.18266555286824]","[359540.50714116875, 271745.88037070015, 442325.6784687426, 199777.4296159227, 226908.24086441542, 214441.7752009766, 202684.91554153967, 202732.93227601767, 199745.32041728552, 200430.17961484863, 199587.9262545328, 199587.45418064503, 199635.399732596, 199587.74241198078, 199602.19161555645, 199580.43933482337, 199576.7588289233, 199590.28458102446, 199591.19032719708]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","["""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]",outside,"{'min_altitude_m': 'inside', 'max_altitude_m': 'outside', 'max_speed_mps': 'inside', 'max_dynamic_pressure_pa': 'inside'}",0,6676430.6544229165,6676497.242894386,66.58847146946937,0.0006503489320671125,0.00100909967304987,0.0003587507409827575,0.0006221315815041141,0.0009809402821871602,0.00035880870068304605,10481.375586169408,10521.40995572132,40.03436955191137,-0.21153211005272354,-0.20628874515148987,0.005243364901233671,0.7991858994100677,0.8061675020556694,0.00698160264560177
3,0.75,False,traj_000,0,-0.8234928637648614,-0.30543261909900765,-0.012576012150664485,-0.054090374841567646,-0.11956819701820207,-2319.5655257865333,5693.72366753344,0.4073899017989022,1,50,21,0.0,0.02036949508994511,0,0,"POD0_RNEG,POD1_RNEG,POD2_RNEG,POD3_RNEG",-2391.3639403640454,4.774847184307873e-14,5.491080365931053e-14,0.0,stowed,0.0,1.0,0.0,0,,0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,8500.0,6676463.981494427,0.0008297244235183664,0.0008015355611931236,10501.392775622386,-0.20891042540726007,0.8026767013077312,298363.9814944267,2.1086757340249562e-11,0.0011627158946101313,948.578369140625,,0.035373637313774096,0.009865947242857602,0.009865167073361394,0.0001240710019130624,1.55,0.43230550736931617,0.2789067789479459,8.942197829176894,17.00846932113577,617.4213903289174,34.45338947397295,55139625.11394702,2925951.13912232,58065576.25306934,5921040.952116099,0.036723713480601064,4.320436880070714e-06,4.161604389855776e-06,4.405619533755884e-07,0.10510830091034483,0.4204332036413793,0.19019597307586208,-23.404210608531322,-0.0,-0.0,-4.204332036413793,-27.608542644945114,2340421.060853132,2340421.060853132,0.3669464355925953,0.8027286310542733,0.7680676957406233,5.192974654211202e-05,5.192974654211202e-05,1683358.3181113857,1625999.8508395094,2340421.057697427,121.5374724372991,1,0,,,,0,1,0.75,none,,0,0,0,,0,,0,-0.012576012150664485,-0.012576012150664485,2.1071635755709472e-11,2.1101925762323503e-11,0.00115745688350367,0.0011679923026740688,298330.6544229165,298397.24289438594,82.13053060136735,0.00036198169589518494,0.00036205898356509976,40.045845736513,0.005245829410912284,0.006981701224302084,62.16823652569883,1.2923819649710271e-05,1.30011315282153e-05,0.04590473840010856,9.858038714450441e-06,3.9431480133048546e-07,164.4107970115507,356.61735273242147,211.3853104434223,213.9704116394529,162.96002237155687,353.38237938083853,165.41388926634525,354.4583341421684,163.93430928823992,351.287805617657,0,,378.0884938107253,0.00039594092093891183,378.08888975164626,297.60540424226656,16,1,1,1,none,-47.18266555286824,47.18266555286824,12.000000000000002,-2183.072753586473,199591.19032719708,0.0,199591.19032719708,,0.0,-1,,161.51359124010818,445.0176739968039,40.378397810027046,3955.8332189136318,19,"[-34.37694101250946, -55.62305898749054, -68.75388202501894, -47.507764050037856, -42.492235949962144, -50.60753088741483, -45.59200278733911, -48.691769624716095, -46.77600836201735, -46.32375847535962, -47.055514163380124, -47.22825824867508, -47.335019964742884, -47.162275879447925, -47.26903759551573, -47.203055226288555, -47.18747890183445, -47.17785220390203, -47.18266555286824]","[359540.50714116875, 271745.88037070015, 442325.6784687426, 199777.4296159227, 226908.24086441542, 214441.7752009766, 202684.91554153967, 202732.93227601767, 199745.32041728552, 200430.17961484863, 199587.9262545328, 199587.45418064503, 199635.399732596, 199587.74241198078, 199602.19161555645, 199580.43933482337, 199576.7588289233, 199590.28458102446, 199591.19032719708]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","["""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]",outside,"{'min_altitude_m': 'inside', 'max_altitude_m': 'outside', 'max_speed_mps': 'inside', 'max_dynamic_pressure_pa': 'inside'}",0,6675878.390597304,6675960.521127906,82.13053060136735,0.000925398504445035,0.00128738020034022,0.00036198169589518494,0.000887772480935699,0.0012498314645007988,0.00036205898356509976,10481.833485363733,10521.879331100246,40.045845736513,-0.2113569210161842,-0.2061110916052719,0.005245829410912284,0.7991856280724623,0.8061673292967644,0.006981701224302084
4,1.0,True,traj_000,4,-0.8223412541735808,-0.39269908169872414,-0.029536191525329703,-0.08682928592988498,-0.13095564435326934,-2824.6230570182065,5693.72366753344,0.4960941594557315,1,50,23,0.0,0.02232423717550792,0,0,"POD0_RNEG,POD1_RNEG,POD2_RNEG,POD3_RNEG",-2619.1128870653833,5.2295945351943376e-14,6.014040400781629e-14,0.0,stowed,0.0,1.0,0.0,0,,0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,8500.0,6675919.49966701,0.0011063895107705766,0.0010688014742289043,10501.856414436163,-0.2087340033825201,0.8026764795510563,297819.49966701027,2.133607179821695e-11,0.0011765668848545108,948.4880981445312,,0.03579074281629019,0.0099823896794164,0.009978035744411255,0.0002947989059857477,1.55,0.4323102228560902,0.27890982119747754,8.943656523448276,17.010029643646792,617.3920113277746,34.45491059873874,55144494.074716985,2920611.596409486,58065105.67112647,5920992.966112431,0.03715676755388642,4.371384418104285e-06,4.210675625445905e-06,4.457571564300026e-07,0.11511861528275863,0.4604744611310345,0.3053145883586207,-23.379675675953898,-0.0,-0.0,-4.604744611310345,-27.984420287264243,2337967.5675953897,2337967.5675953897,0.3665617609625734,0.8027284241673251,0.7680679026275714,5.194461626889524e-05,5.194461626889524e-05,1681593.2960642905,1624295.64235072,2337967.5644411873,121.4448280932503,1,0,,,,0,1,1.0,none,,0,0,0,,0,,0,-0.029536191525329703,-0.029536191525329703,2.1317156373434898e-11,2.135503406053285e-11,0.00117104554910435,0.0011821073195081532,297778.39059730433,297860.5211279057,97.67888492066413,0.0003652139814957439,0.00036531060292191897,40.057331763635375,0.005248296654698947,0.006981801583054614,62.19341727727806,1.2929142402235902e-05,1.3006477427277051e-05,0.04594410849186792,9.868975146664813e-06,4.0143500988865226e-07,165.38753199996393,358.7977302677915,212.6411125713821,215.27863816067483,204.30690537154786,443.0818119477864,166.41092334527698,356.5948357398792,205.53704012455916,440.4365145526268,0,,380.3674229022405,0.0004018869640134906,380.3678247892045,298.0528491220615,17,1,1,1,none,-47.11668318364108,47.11668318364108,12.000000000000002,-2176.210956649515,199557.57660027928,0.0,199557.57660027928,,0.0,-1,,165.38753199996393,456.23259448308966,204.30690537154786,4407.836161965598,19,"[-34.37694101250946, -55.62305898749054, -68.75388202501894, -47.507764050037856, -42.492235949962144, -50.60753088741483, -45.59200278733911, -48.691769624716095, -46.77600836201735, -46.32375847535962, -47.055514163380124, -47.22825824867508, -46.94875244731232, -47.12149653260728, -47.162275879447925, -47.096293510220754, -47.13707285706139, -47.111869834674856, -47.11668318364108]","[359599.4518796408, 271627.44176340464, 442235.47565912845, 199751.29004519785, 226847.13414874102, 214381.59785565612, 202681.74066255693, 202718.5745858063, 199720.80871129353, 200408.01854954343, 199561.23651676287, 199576.60151919856, 199605.8597588466, 199557.67769405877, 199561.15316899813, 199557.83981256382, 199558.42988450447, 199557.53991484767, 199557.57660027928]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","["""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]",outside,"{'min_altitude_m': 'inside', 'max_altitude_m': 'outside', 'max_speed_mps': 'inside', 'max_dynamic_pressure_pa': 'inside'}",0,6675326.552700637,6675424.231585558,97.67888492066413,0.0012004924788650354,0.0015657064603607793,0.0003652139814957439,0.0011534564390907414,0.0015187670420126604,0.00036531060292191897,10482.291069376617,10522.348401140252,40.057331763635375,-0.21118170316768214,-0.2059334065129832,0.005248296654698947,0.7991852818510582,0.8061670834341128,0.006981801583054614
5,1.25,False,traj_000,4,-0.8223412541735808,-0.4799655442984406,-0.05552804006761986,-0.12668535160261915,-0.15942426269093668,-3256.117678465347,5693.72366753344,0.5718784171125607,1,50,28,0.0,0.020015744598939622,0,0,"POD0_RNEG,POD1_RNEG,POD2_RNEG,POD3_RNEG",-3188.485253818726,6.366462912410498e-14,7.32144048790807e-14,0.0,stowed,0.0,1.0,0.0,0,,0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,8500.0,6675375.446927848,0.001383099663967967,0.0013361111123984875,10502.319742973776,-0.20855755117788766,0.8026761838033807,297275.4469278483,2.158844977784291e-11,0.001190589188463766,948.396728515625,,0.036212956500323475,0.010100259317660051,0.010084691934152581,0.0005605594323678413,1.55,0.4323149351871681,0.2789128614110762,8.945114424701652,17.01159950380403,617.3622733491527,34.45643070553808,55149359.991828375,2915276.261614983,58064636.25344336,5920945.098830218,0.037595125439055244,4.4229559340064996e-06,4.260347823567467e-06,4.5101598751933636e-07,0.14014440121379312,0.5605776048551725,0.4454589895724138,-23.355136742080912,-0.0,-0.0,-5.605776048551725,-28.960912790632637,2335513.674208091,2335513.674208091,0.36617702359763743,0.8027281433035612,0.7680681834913353,5.195950018055395e-05,5.195950018055395e-05,1679827.8668934342,1622591.2794111867,2335513.6710553933,121.35212312209734,1,0,,,,0,1,1.25,none,,0,0,0,,0,,0,-0.05552804006761986,-0.05552804006761986,2.1565695410008523e-11,2.1611283942957193e-11,0.0011848023343043316,0.0011963986894930534,297226.5527006369,297324.2315855576,113.23354095499963,0.0003684475987974314,0.0003685635604157983,40.06882763859721,0.005250766634680493,0.006981903723388583,62.218624136238304,1.2934469206749661e-05,1.3011829975517622e-05,0.04598349984558281,9.87991992610173e-06,4.0856133607667335e-07,166.37066188216355,360.99228768113824,213.9051367056388,216.59537260868296,245.89957084208874,533.329883868071,167.41440029555886,358.7451434904833,247.39064019844886,530.1228004252476,0,,382.6610784654017,0.0004079244471548233,382.66148638984885,298.50115984445705,17,1,1,1,none,-47.11668318364108,47.11668318364108,12.000000000000002,-2176.210956649515,199557.57660027928,0.0,199557.57660027928,,0.0,-1,,165.38753199996393,456.23259448308966,204.30690537154786,4407.836161965598,19,"[-34.37694101250946, -55.62305898749054, -68.75388202501894, -47.507764050037856, -42.492235949962144, -50.60753088741483, -45.59200278733911, -48.691769624716095, -46.77600836201735, -46.32375847535962, -47.055514163380124, -47.22825824867508, -46.94875244731232, -47.12149653260728, -47.162275879447925, -47.096293510220754, -47.13707285706139, -47.111869834674856, -47.11668318364108]","[359599.4518796408, 271627.44176340464, 442235.47565912845, 199751.29004519785, 226847.13414874102, 214381.59785565612, 202681.74066255693, 202718.5745858063, 199720.80871129353, 200408.01854954343, 199561.23651676287, 199576.60151919856, 199605.8597588466, 199557.67769405877, 199561.15316899813, 199557.83981256382, 199558.42988450447, 199557.53991484767, 199557.57660027928]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","["""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]",outside,"{'min_altitude_m': 'inside', 'max_altitude_m': 'outside', 'max_speed_mps': 'inside', 'max_dynamic_pressure_pa': 'inside'}",0,6674775.14088016,6674888.374421115,113.23354095499963,0.001475630810484041,0.0018440784092814723,0.0003684475987974314,0.0014191834724410655,0.0017877470328568638,0.0003685635604157983,10482.748337957899,10522.817165596496,40.06882763859721,-0.21100645652459435,-0.20575568988991386,0.005250766634680493,0.799184860709114,0.8061667644325026,0.006981903723388583
