step,t_s,thruster
759,189.75,POD2_RNEG
759,189.75,POD3_RNEG
773,193.25,POD0_RPOS
773,193.25,POD1_RPOS
773,193.25,POD2_RPOS
773,193.25,POD3_RPOS
780,195.0,POD0_RPOS
780,195.0,POD1_RPOS
780,195.0,POD2_RPOS
780,195.0,POD3_RPOS
789,197.25,POD0_RNEG
789,197.25,POD1_RNEG
789,197.25,POD2_RNEG
789,197.25,POD3_RNEG
795,198.75,POD0_RNEG
795,198.75,POD1_RNEG
795,198.75,POD2_RNEG
795,198.75,POD3_RNEG
809,202.25,POD0_RPOS
809,202.25,POD1_RPOS
809,202.25,POD2_RPOS
809,202.25,POD3_RPOS
815,203.75,POD0_RPOS
815,203.75,POD1_RPOS
815,203.75,POD2_RPOS
815,203.75,POD3_RPOS
824,206.0,POD0_RNEG
824,206.0,POD1_RNEG
824,206.0,POD2_RNEG
824,206.0,POD3_RNEG
830,207.5,POD0_RNEG
830,207.5,POD1_RNEG
830,207.5,POD2_RNEG
830,207.5,POD3_RNEG
844,211.0,POD0_RPOS
844,211.0,POD1_RPOS
844,211.0,POD2_RPOS
844,211.0,POD3_RPOS
851,212.75,POD0_RPOS
851,212.75,POD1_RPOS
851,212.75,POD2_RPOS
851,212.75,POD3_RPOS
860,215.0,POD0_RNEG
860,215.0,POD1_RNEG
860,215.0,POD2_RNEG
860,215.0,POD3_RNEG
866,216.5,POD0_RNEG
866,216.5,POD1_RNEG
866,216.5,POD2_RNEG
866,216.5,POD3_RNEG
880,220.0,POD0_RPOS
880,220.0,POD1_RPOS
880,220.0,POD2_RPOS
880,220.0,POD3_RPOS
886,221.5,POD0_RPOS
886,221.5,POD1_RPOS
886,221.5,POD2_RPOS
886,221.5,POD3_RPOS
895,223.75,POD0_RNEG
895,223.75,POD1_RNEG
895,223.75,POD2_RNEG
895,223.75,POD3_RNEG
901,225.25,POD0_RNEG
901,225.25,POD1_RNEG
901,225.25,POD2_RNEG
901,225.25,POD3_RNEG
915,228.75,POD0_RPOS
915,228.75,POD1_RPOS
915,228.75,POD2_RPOS
915,228.75,POD3_RPOS
921,230.25,POD0_RPOS
921,230.25,POD1_RPOS
921,230.25,POD2_RPOS
921,230.25,POD3_RPOS
922,230.5,POD0_RPOS
922,230.5,POD1_RPOS
922,230.5,POD2_RPOS
922,230.5,POD3_RPOS
931,232.75,POD0_RNEG
931,232.75,POD1_RNEG
931,232.75,POD2_RNEG
931,232.75,POD3_RNEG
936,234.0,POD0_RNEG
936,234.0,POD1_RNEG
936,234.0,POD2_RNEG
936,234.0,POD3_RNEG
937,234.25,POD0_RNEG
937,234.25,POD1_RNEG
937,234.25,POD2_RNEG
937,234.25,POD3_RNEG
951,237.75,POD0_RPOS
951,237.75,POD1_RPOS
951,237.75,POD2_RPOS
951,237.75,POD3_RPOS
957,239.25,POD0_RPOS
957,239.25,POD1_RPOS
957,239.25,POD2_RPOS
957,239.25,POD3_RPOS
958,239.5,POD0_RPOS
958,239.5,POD1_RPOS
958,239.5,POD2_RPOS
958,239.5,POD3_RPOS
966,241.5,POD0_RNEG
966,241.5,POD1_RNEG
966,241.5,POD2_RNEG
966,241.5,POD3_RNEG
972,243.0,POD0_RNEG
972,243.0,POD1_RNEG
972,243.0,POD2_RNEG
972,243.0,POD3_RNEG
986,246.5,POD0_RPOS
986,246.5,POD1_RPOS
986,246.5,POD2_RPOS
986,246.5,POD3_RPOS
993,248.25,POD0_RPOS
993,248.25,POD1_RPOS
993,248.25,POD2_RPOS
993,248.25,POD3_RPOS
1002,250.5,POD0_RNEG
1002,250.5,POD1_RNEG
1002,250.5,POD2_RNEG
1002,250.5,POD3_RNEG
1008,252.0,POD0_RNEG
1008,252.0,POD1_RNEG
1008,252.0,POD2_RNEG
1008,252.0,POD3_RNEG
1022,255.5,POD0_RPOS
1022,255.5,POD1_RPOS
1022,255.5,POD2_RPOS
1022,255.5,POD3_RPOS
1029,257.25,POD0_RPOS
1029,257.25,POD1_RPOS
1029,257.25,POD2_RPOS
1029,257.25,POD3_RPOS
1037,259.25,POD0_RNEG
1037,259.25,POD1_RNEG
1037,259.25,POD2_RNEG
1037,259.25,POD3_RNEG
1038,259.5,POD0_RNEG
1038,259.5,POD1_RNEG
1038,259.5,POD2_RNEG
1038,259.5,POD3_RNEG
1044,261.0,POD0_RNEG
1044,261.0,POD1_RNEG
1044,261.0,POD2_RNEG
1044,261.0,POD3_RNEG
1057,264.25,POD0_RPOS
1057,264.25,POD1_RPOS
1057,264.25,POD2_RPOS
1057,264.25,POD3_RPOS
1058,264.5,POD0_RPOS
1058,264.5,POD1_RPOS
1058,264.5,POD2_RPOS
1058,264.5,POD3_RPOS
1064,266.0,POD0_RPOS
1064,266.0,POD1_RPOS
1064,266.0,POD2_RPOS
1064,266.0,POD3_RPOS
1073,268.25,POD0_RNEG
1073,268.25,POD1_RNEG
1073,268.25,POD2_RNEG
1073,268.25,POD3_RNEG
1079,269.75,POD0_RNEG
1079,269.75,POD1_RNEG
1079,269.75,POD2_RNEG
1079,269.75,POD3_RNEG
1093,273.25,POD0_RPOS
1093,273.25,POD1_RPOS
1093,273.25,POD2_RPOS
1093,273.25,POD3_RPOS
1094,273.5,POD0_RPOS
1094,273.5,POD1_RPOS
1094,273.5,POD2_RPOS
1094,273.5,POD3_RPOS
1100,275.0,POD0_RPOS
1100,275.0,POD1_RPOS
1100,275.0,POD2_RPOS
1100,275.0,POD3_RPOS
1109,277.25,POD0_RNEG
1109,277.25,POD1_RNEG
1109,277.25,POD2_RNEG
1109,277.25,POD3_RNEG
1115,278.75,POD0_RNEG
1115,278.75,POD1_RNEG
1115,278.75,POD2_RNEG
1115,278.75,POD3_RNEG
1129,282.25,POD0_RPOS
1129,282.25,POD1_RPOS
1129,282.25,POD2_RPOS
1129,282.25,POD3_RPOS
1135,283.75,POD0_RPOS
1135,283.75,POD1_RPOS
1135,283.75,POD2_RPOS
1135,283.75,POD3_RPOS
1144,286.0,POD0_RNEG
1144,286.0,POD1_RNEG
1144,286.0,POD2_RNEG
1144,286.0,POD3_RNEG
1145,286.25,POD0_RNEG
1145,286.25,POD1_RNEG
1145,286.25,POD2_RNEG
1145,286.25,POD3_RNEG
1150,287.5,POD0_RNEG
1150,287.5,POD1_RNEG
1150,287.5,POD2_RNEG
1150,287.5,POD3_RNEG
1164,291.0,POD0_RPOS
1164,291.0,POD1_RPOS
1164,291.0,POD2_RPOS
1164,291.0,POD3_RPOS
1165,291.25,POD0_RPOS
1165,291.25,POD1_RPOS
1165,291.25,POD2_RPOS
1165,291.25,POD3_RPOS
1171,292.75,POD0_RPOS
1171,292.75,POD1_RPOS
1171,292.75,POD2_RPOS
1171,292.75,POD3_RPOS
1180,295.0,POD0_RNEG
1180,295.0,POD1_RNEG
1180,295.0,POD2_RNEG
1180,295.0,POD3_RNEG
1186,296.5,POD0_RNEG
1186,296.5,POD1_RNEG
1186,296.5,POD2_RNEG
1186,296.5,POD3_RNEG
1200,300.0,POD0_RPOS
1200,300.0,POD1_RPOS
1200,300.0,POD2_RPOS
1200,300.0,POD3_RPOS
1206,301.5,POD0_RPOS
1206,301.5,POD1_RPOS
1206,301.5,POD2_RPOS
1206,301.5,POD3_RPOS
1207,301.75,POD0_RPOS
1207,301.75,POD1_RPOS
1207,301.75,POD2_RPOS
1207,301.75,POD3_RPOS
1215,303.75,POD0_RNEG
1215,303.75,POD1_RNEG
1215,303.75,POD2_RNEG
1215,303.75,POD3_RNEG
1216,304.0,POD0_RNEG
1216,304.0,POD1_RNEG
1216,304.0,POD2_RNEG
1216,304.0,POD3_RNEG
1221,305.25,POD0_RNEG
1221,305.25,POD1_RNEG
1221,305.25,POD2_RNEG
1221,305.25,POD3_RNEG
1222,305.5,POD0_RNEG
1222,305.5,POD1_RNEG
1222,305.5,POD2_RNEG
1222,305.5,POD3_RNEG
1235,308.75,POD0_RPOS
1235,308.75,POD1_RPOS
1235,308.75,POD2_RPOS
1235,308.75,POD3_RPOS
1236,309.0,POD0_RPOS
1236,309.0,POD1_RPOS
1236,309.0,POD2_RPOS
1236,309.0,POD3_RPOS
1242,310.5,POD0_RPOS
1242,310.5,POD1_RPOS
1242,310.5,POD2_RPOS
1242,310.5,POD3_RPOS
1251,312.75,POD0_RNEG
1251,312.75,POD1_RNEG
1251,312.75,POD2_RNEG
1251,312.75,POD3_RNEG
1257,314.25,POD0_RNEG
1257,314.25,POD1_RNEG
1257,314.25,POD2_RNEG
1257,314.25,POD3_RNEG
1271,317.75,POD0_RPOS
1271,317.75,POD1_RPOS
1271,317.75,POD2_RPOS
1271,317.75,POD3_RPOS
1278,319.5,POD0_RPOS
1278,319.5,POD1_RPOS
1278,319.5,POD2_RPOS
1278,319.5,POD3_RPOS
1287,321.75,POD0_RNEG
1287,321.75,POD1_RNEG
1287,321.75,POD2_RNEG
1287,321.75,POD3_RNEG
1293,323.25,POD0_RNEG
1293,323.25,POD1_RNEG
1293,323.25,POD2_RNEG
1293,323.25,POD3_RNEG
1306,326.5,POD0_RPOS
1306,326.5,POD1_RPOS
1306,326.5,POD2_RPOS
1306,326.5,POD3_RPOS
1307,326.75,POD0_RPOS
1307,326.75,POD1_RPOS
1307,326.75,POD2_RPOS
1307,326.75,POD3_RPOS
1313,328.25,POD0_RPOS
1313,328.25,POD1_RPOS
1313,328.25,POD2_RPOS
1313,328.25,POD3_RPOS
1322,330.5,POD0_RNEG
1322,330.5,POD1_RNEG
1322,330.5,POD2_RNEG
1322,330.5,POD3_RNEG
1328,332.0,POD0_RNEG
1328,332.0,POD1_RNEG
1328,332.0,POD2_RNEG
1328,332.0,POD3_RNEG
1342,335.5,POD0_RPOS
1342,335.5,POD1_RPOS
1342,335.5,POD2_RPOS
1342,335.5,POD3_RPOS
1348,337.0,POD0_RPOS
1348,337.0,POD1_RPOS
1348,337.0,POD2_RPOS
1348,337.0,POD3_RPOS
1349,337.25,POD0_RPOS
1349,337.25,POD1_RPOS
1349,337.25,POD2_RPOS
1349,337.25,POD3_RPOS
1358,339.5,POD0_RNEG
1358,339.5,POD1_RNEG
1358,339.5,POD2_RNEG
1358,339.5,POD3_RNEG
1363,340.75,POD0_RNEG
1363,340.75,POD1_RNEG
1363,340.75,POD2_RNEG
1363,340.75,POD3_RNEG
1364,341.0,POD0_RNEG
1364,341.0,POD1_RNEG
1364,341.0,POD2_RNEG
1364,341.0,POD3_RNEG
1378,344.5,POD0_RNEG
1378,344.5,POD1_RNEG
1378,344.5,POD2_RNEG
1378,344.5,POD3_RNEG
1379,344.75,POD0_RNEG
1379,344.75,POD1_RNEG
1379,344.75,POD2_RNEG
1379,344.75,POD3_RNEG
1380,345.0,POD0_RNEG
1380,345.0,POD1_RNEG
1380,345.0,POD2_RNEG
1380,345.0,POD3_RNEG
1381,345.25,POD0_RNEG
1381,345.25,POD1_RNEG
1381,345.25,POD2_RNEG
1381,345.25,POD3_RNEG
1382,345.5,POD0_RNEG
1382,345.5,POD1_RNEG
1382,345.5,POD2_RNEG
1382,345.5,POD3_RNEG
1383,345.75,POD0_RNEG
1383,345.75,POD1_RNEG
1383,345.75,POD2_RNEG
1383,345.75,POD3_RNEG
1384,346.0,POD0_RNEG
1384,346.0,POD1_RNEG
1384,346.0,POD2_RNEG
1384,346.0,POD3_RNEG
1385,346.25,POD0_RNEG
1385,346.25,POD1_RNEG
1385,346.25,POD2_RNEG
1385,346.25,POD3_RNEG
1386,346.5,POD0_RNEG
1386,346.5,POD1_RNEG
1386,346.5,POD2_RNEG
1386,346.5,POD3_RNEG
1387,346.75,POD0_RNEG
1387,346.75,POD1_RNEG
1387,346.75,POD2_RNEG
1387,346.75,POD3_RNEG
1388,347.0,POD0_RNEG
1388,347.0,POD1_RNEG
1388,347.0,POD2_RNEG
1388,347.0,POD3_RNEG
1389,347.25,POD0_RNEG
1389,347.25,POD1_RNEG
1389,347.25,POD2_RNEG
1389,347.25,POD3_RNEG
1390,347.5,POD0_RNEG
1390,347.5,POD1_RNEG
1390,347.5,POD2_RNEG
1390,347.5,POD3_RNEG
1391,347.75,POD0_RNEG
1391,347.75,POD1_RNEG
1391,347.75,POD2_RNEG
1391,347.75,POD3_RNEG
1393,348.25,POD0_RPOS
1393,348.25,POD1_RPOS
1393,348.25,POD2_RPOS
1393,348.25,POD3_RPOS
1394,348.5,POD0_RPOS
1394,348.5,POD1_RPOS
1394,348.5,POD2_RPOS
1394,348.5,POD3_RPOS
1395,348.75,POD0_RPOS
1395,348.75,POD1_RPOS
1395,348.75,POD2_RPOS
1395,348.75,POD3_RPOS
1396,349.0,POD0_RPOS
1396,349.0,POD1_RPOS
1396,349.0,POD2_RPOS
1396,349.0,POD3_RPOS
1397,349.25,POD0_RPOS
1397,349.25,POD1_RPOS
1397,349.25,POD2_RPOS
1397,349.25,POD3_RPOS
1398,349.5,POD0_RPOS
1398,349.5,POD1_RPOS
1398,349.5,POD2_RPOS
1398,349.5,POD3_RPOS
1399,349.75,POD0_RPOS
1399,349.75,POD1_RPOS
1399,349.75,POD2_RPOS
1399,349.75,POD3_RPOS
1400,350.0,POD0_RPOS
1400,350.0,POD1_RPOS
1400,350.0,POD2_RPOS
1400,350.0,POD3_RPOS
1401,350.25,POD0_RPOS
1401,350.25,POD1_RPOS
1401,350.25,POD2_RPOS
1401,350.25,POD3_RPOS
1402,350.5,POD0_RPOS
1402,350.5,POD1_RPOS
1402,350.5,POD2_RPOS
1402,350.5,POD3_RPOS
1403,350.75,POD0_RPOS
1403,350.75,POD1_RPOS
1403,350.75,POD2_RPOS
1403,350.75,POD3_RPOS
1404,351.0,POD0_RPOS
1404,351.0,POD1_RPOS
1404,351.0,POD2_RPOS
1404,351.0,POD3_RPOS
1405,351.25,POD0_RPOS
1405,351.25,POD1_RPOS
1405,351.25,POD2_RPOS
1405,351.25,POD3_RPOS
1406,351.5,POD0_RPOS
1406,351.5,POD1_RPOS
1406,351.5,POD2_RPOS
1406,351.5,POD3_RPOS
1407,351.75,POD0_RPOS
1407,351.75,POD1_RPOS
1407,351.75,POD2_RPOS
1407,351.75,POD3_RPOS
1408,352.0,POD0_RPOS
1408,352.0,POD1_RPOS
1408,352.0,POD2_RPOS
1408,352.0,POD3_RPOS
1409,352.25,POD0_RPOS
1409,352.25,POD1_RPOS
1409,352.25,POD2_RPOS
1409,352.25,POD3_RPOS
1410,352.5,POD0_RPOS
1410,352.5,POD1_RPOS
1410,352.5,POD2_RPOS
1410,352.5,POD3_RPOS
1411,352.75,POD0_RPOS
1411,352.75,POD1_RPOS
1411,352.75,POD2_RPOS
1411,352.75,POD3_RPOS
1413,353.25,POD0_RNEG
1413,353.25,POD1_RNEG
1413,353.25,POD2_RNEG
1413,353.25,POD3_RNEG
1414,353.5,POD0_RNEG
1414,353.5,POD1_RNEG
1414,353.5,POD2_RNEG
1414,353.5,POD3_RNEG
1415,353.75,POD0_RNEG
1415,353.75,POD1_RNEG
1415,353.75,POD2_RNEG
1415,353.75,POD3_RNEG
1416,354.0,POD0_RNEG
1416,354.0,POD1_RNEG
1416,354.0,POD2_RNEG
1416,354.0,POD3_RNEG
1417,354.25,POD0_RNEG
1417,354.25,POD1_RNEG
1417,354.25,POD2_RNEG
1417,354.25,POD3_RNEG
1418,354.5,POD0_RNEG
1418,354.5,POD1_RNEG
1418,354.5,POD2_RNEG
1418,354.5,POD3_RNEG
1419,354.75,POD0_RNEG
1419,354.75,POD1_RNEG
1419,354.75,POD2_RNEG
1419,354.75,POD3_RNEG
1420,355.0,POD0_RNEG
1420,355.0,POD1_RNEG
1420,355.0,POD2_RNEG
1420,355.0,POD3_RNEG
1421,355.25,POD0_RNEG
1421,355.25,POD1_RNEG
1421,355.25,POD2_RNEG
1421,355.25,POD3_RNEG
1422,355.5,POD0_RNEG
1422,355.5,POD1_RNEG
1422,355.5,POD2_RNEG
1422,355.5,POD3_RNEG
1423,355.75,POD0_RNEG
1423,355.75,POD1_RNEG
1423,355.75,POD2_RNEG
1423,355.75,POD3_RNEG
1424,356.0,POD0_RNEG
1424,356.0,POD1_RNEG
1424,356.0,POD2_RNEG
1424,356.0,POD3_RNEG
1425,356.25,POD0_RNEG
1425,356.25,POD1_RNEG
1425,356.25,POD2_RNEG
1425,356.25,POD3_RNEG
1426,356.5,POD0_RNEG
1426,356.5,POD1_RNEG
1426,356.5,POD2_RNEG
1426,356.5,POD3_RNEG
1427,356.75,POD0_RNEG
1427,356.75,POD1_RNEG
1427,356.75,POD2_RNEG
1427,356.75,POD3_RNEG
1428,357.0,POD0_RNEG
1428,357.0,POD1_RNEG
1428,357.0,POD2_RNEG
1428,357.0,POD3_RNEG
1429,357.25,POD0_RNEG
1429,357.25,POD1_RNEG
1429,357.25,POD2_RNEG
1429,357.25,POD3_RNEG
1431,357.75,POD0_RNEG
1431,357.75,POD1_RNEG
1431,357.75,POD2_RNEG
1431,357.75,POD3_RNEG
1433,358.25,POD0_RPOS
1433,358.25,POD1_RPOS
1433,358.25,POD2_RPOS
1433,358.25,POD3_RPOS
1434,358.5,POD0_RPOS
1434,358.5,POD1_RPOS
1434,358.5,POD2_RPOS
1434,358.5,POD3_RPOS
1435,358.75,POD0_RPOS
1435,358.75,POD1_RPOS
1435,358.75,POD2_RPOS
1435,358.75,POD3_RPOS
1436,359.0,POD0_RPOS
1436,359.0,POD1_RPOS
1436,359.0,POD2_RPOS
1436,359.0,POD3_RPOS
1437,359.25,POD0_RPOS
1437,359.25,POD1_RPOS
1437,359.25,POD2_RPOS
1437,359.25,POD3_RPOS
1438,359.5,POD0_RPOS
1438,359.5,POD1_RPOS
1438,359.5,POD2_RPOS
1438,359.5,POD3_RPOS
1439,359.75,POD0_RPOS
1439,359.75,POD1_RPOS
1439,359.75,POD2_RPOS
1439,359.75,POD3_RPOS
1440,360.0,POD0_RPOS
1440,360.0,POD1_RPOS
1440,360.0,POD2_RPOS
1440,360.0,POD3_RPOS
1441,360.25,POD0_RPOS
1441,360.25,POD1_RPOS
1441,360.25,POD2_RPOS
1441,360.25,POD3_RPOS
1442,360.5,POD0_RPOS
1442,360.5,POD1_RPOS
1442,360.5,POD2_RPOS
1442,360.5,POD3_RPOS
1443,360.75,POD0_RPOS
1443,360.75,POD1_RPOS
1443,360.75,POD2_RPOS
1443,360.75,POD3_RPOS
1444,361.0,POD0_RPOS
1444,361.0,POD1_RPOS
1444,361.0,POD2_RPOS
1444,361.0,POD3_RPOS
1445,361.25,POD0_RPOS
1445,361.25,POD1_RPOS
1445,361.25,POD2_RPOS
1445,361.25,POD3_RPOS
1446,361.5,POD0_RPOS
1446,361.5,POD1_RPOS
1446,361.5,POD2_RPOS
1446,361.5,POD3_RPOS
1447,361.75,POD0_RPOS
1447,361.75,POD1_RPOS
1447,361.75,POD2_RPOS
1447,361.75,POD3_RPOS
1448,362.0,POD0_RPOS
1448,362.0,POD1_RPOS
1448,362.0,POD2_RPOS
1448,362.0,POD3_RPOS
1450,362.5,POD0_RPOS
1450,362.5,POD1_RPOS
1450,362.5,POD2_RPOS
1450,362.5,POD3_RPOS
1453,363.25,POD0_RNEG
1453,363.25,POD1_RNEG
1453,363.25,POD2_RNEG
1453,363.25,POD3_RNEG
1454,363.5,POD0_RNEG
1454,363.5,POD1_RNEG
1454,363.5,POD2_RNEG
1454,363.5,POD3_RNEG
1455,363.75,POD0_RNEG
1455,363.75,POD1_RNEG
1455,363.75,POD2_RNEG
1455,363.75,POD3_RNEG
1456,364.0,POD0_RNEG
1456,364.0,POD1_RNEG
1456,364.0,POD2_RNEG
1456,364.0,POD3_RNEG
1457,364.25,POD0_RNEG
1457,364.25,POD1_RNEG
1457,364.25,POD2_RNEG
1457,364.25,POD3_RNEG
1458,364.5,POD0_RNEG
1458,364.5,POD1_RNEG
1458,364.5,POD2_RNEG
1458,364.5,POD3_RNEG
1459,364.75,POD0_RNEG
1459,364.75,POD1_RNEG
1459,364.75,POD2_RNEG
1459,364.75,POD3_RNEG
1460,365.0,POD0_RNEG
1460,365.0,POD1_RNEG
1460,365.0,POD2_RNEG
1460,365.0,POD3_RNEG
1461,365.25,POD0_RNEG
1461,365.25,POD1_RNEG
1461,365.25,POD2_RNEG
1461,365.25,POD3_RNEG
1462,365.5,POD0_RNEG
1462,365.5,POD1_RNEG
1462,365.5,POD2_RNEG
1462,365.5,POD3_RNEG
1463,365.75,POD0_RNEG
1463,365.75,POD1_RNEG
1463,365.75,POD2_RNEG
1463,365.75,POD3_RNEG
1464,366.0,POD0_RNEG
1464,366.0,POD1_RNEG
1464,366.0,POD2_RNEG
1464,366.0,POD3_RNEG
1465,366.25,POD0_RNEG
1465,366.25,POD1_RNEG
1465,366.25,POD2_RNEG
1465,366.25,POD3_RNEG
1466,366.5,POD0_RNEG
1466,366.5,POD1_RNEG
1466,366.5,POD2_RNEG
1466,366.5,POD3_RNEG
1468,367.0,POD0_RNEG
1468,367.0,POD1_RNEG
1468,367.0,POD2_RNEG
1468,367.0,POD3_RNEG
1473,368.25,POD0_RPOS
1473,368.25,POD1_RPOS
1473,368.25,POD2_RPOS
1473,368.25,POD3_RPOS
1475,368.75,POD0_RPOS
1475,368.75,POD1_RPOS
1475,368.75,POD2_RPOS
1475,368.75,POD3_RPOS
1476,369.0,POD0_RPOS
1476,369.0,POD1_RPOS
1476,369.0,POD2_RPOS
1476,369.0,POD3_RPOS
1477,369.25,POD0_RPOS
1477,369.25,POD1_RPOS
1477,369.25,POD2_RPOS
1477,369.25,POD3_RPOS
1478,369.5,POD0_RPOS
1478,369.5,POD1_RPOS
1478,369.5,POD2_RPOS
1478,369.5,POD3_RPOS
1479,369.75,POD0_RPOS
1479,369.75,POD1_RPOS
1479,369.75,POD2_RPOS
1479,369.75,POD3_RPOS
1480,370.0,POD0_RPOS
1480,370.0,POD1_RPOS
1480,370.0,POD2_RPOS
1480,370.0,POD3_RPOS
1481,370.25,POD0_RPOS
1481,370.25,POD1_RPOS
1481,370.25,POD2_RPOS
1481,370.25,POD3_RPOS
1482,370.5,POD0_RPOS
1482,370.5,POD1_RPOS
1482,370.5,POD2_RPOS
1482,370.5,POD3_RPOS
1483,370.75,POD0_RPOS
1483,370.75,POD1_RPOS
1483,370.75,POD2_RPOS
1483,370.75,POD3_RPOS
1484,371.0,POD0_RPOS
1484,371.0,POD1_RPOS
1484,371.0,POD2_RPOS
1484,371.0,POD3_RPOS
1486,371.5,POD0_RPOS
1486,371.5,POD1_RPOS
1486,371.5,POD2_RPOS
1486,371.5,POD3_RPOS
1488,372.0,POD0_RPOS
1488,372.0,POD1_RPOS
1488,372.0,POD2_RPOS
1488,372.0,POD3_RPOS
1491,372.75,POD0_RNEG
1491,372.75,POD1_RNEG
1491,372.75,POD2_RNEG
1491,372.75,POD3_RNEG
1494,373.5,POD0_RNEG
1494,373.5,POD1_RNEG
1494,373.5,POD2_RNEG
1494,373.5,POD3_RNEG
1495,373.75,POD0_RNEG
1495,373.75,POD1_RNEG
1495,373.75,POD2_RNEG
1495,373.75,POD3_RNEG
1496,374.0,POD0_RNEG
1496,374.0,POD1_RNEG
1496,374.0,POD2_RNEG
1496,374.0,POD3_RNEG
1497,374.25,POD0_RNEG
1497,374.25,POD1_RNEG
1497,374.25,POD2_RNEG
1497,374.25,POD3_RNEG
1498,374.5,POD0_RNEG
1498,374.5,POD1_RNEG
1498,374.5,POD2_RNEG
1498,374.5,POD3_RNEG
1499,374.75,POD0_RNEG
1499,374.75,POD1_RNEG
1499,374.75,POD2_RNEG
1499,374.75,POD3_RNEG
1500,375.0,POD0_RNEG
1500,375.0,POD1_RNEG
1500,375.0,POD2_RNEG
1500,375.0,POD3_RNEG
1501,375.25,POD0_RNEG
1501,375.25,POD1_RNEG
1501,375.25,POD2_RNEG
1501,375.25,POD3_RNEG
1503,375.75,POD0_RNEG
1503,375.75,POD1_RNEG
1503,375.75,POD2_RNEG
1503,375.75,POD3_RNEG
1505,376.25,POD0_RNEG
1505,376.25,POD1_RNEG
1505,376.25,POD2_RNEG
1505,376.25,POD3_RNEG
1507,376.75,POD0_RNEG
1507,376.75,POD1_RNEG
1507,376.75,POD2_RNEG
1507,376.75,POD3_RNEG
1512,378.0,POD0_RPOS
1512,378.0,POD1_RPOS
1512,378.0,POD2_RPOS
1512,378.0,POD3_RPOS
1514,378.5,POD0_RPOS
1514,378.5,POD1_RPOS
1514,378.5,POD2_RPOS
1514,378.5,POD3_RPOS
1515,378.75,POD0_RPOS
1515,378.75,POD1_RPOS
1515,378.75,POD2_RPOS
1515,378.75,POD3_RPOS
1516,379.0,POD0_RPOS
1516,379.0,POD1_RPOS
1516,379.0,POD2_RPOS
1516,379.0,POD3_RPOS
1517,379.25,POD0_RPOS
1517,379.25,POD1_RPOS
1517,379.25,POD2_RPOS
1517,379.25,POD3_RPOS
1518,379.5,POD0_RPOS
1518,379.5,POD1_RPOS
1518,379.5,POD2_RPOS
1518,379.5,POD3_RPOS
1520,380.0,POD0_RPOS
1520,380.0,POD1_RPOS
1520,380.0,POD2_RPOS
1520,380.0,POD3_RPOS
1521,380.25,POD0_RPOS
1521,380.25,POD1_RPOS
1521,380.25,POD2_RPOS
1521,380.25,POD3_RPOS
1522,380.5,POD0_RPOS
1522,380.5,POD1_RPOS
1522,380.5,POD2_RPOS
1522,380.5,POD3_RPOS
1524,381.0,POD0_RPOS
1524,381.0,POD1_RPOS
1524,381.0,POD2_RPOS
1524,381.0,POD3_RPOS
1527,381.75,POD0_RPOS
1527,381.75,POD1_RPOS
1527,381.75,POD2_RPOS
1527,381.75,POD3_RPOS
1532,383.0,POD0_RNEG
1532,383.0,POD1_RNEG
1532,383.0,POD2_RNEG
1532,383.0,POD3_RNEG
1534,383.5,POD0_RNEG
1534,383.5,POD1_RNEG
1534,383.5,POD2_RNEG
1534,383.5,POD3_RNEG
1536,384.0,POD0_RNEG
1536,384.0,POD1_RNEG
1536,384.0,POD2_RNEG
1536,384.0,POD3_RNEG
1538,384.5,POD0_RNEG
1538,384.5,POD1_RNEG
1538,384.5,POD2_RNEG
1538,384.5,POD3_RNEG
1540,385.0,POD0_RNEG
1540,385.0,POD1_RNEG
1540,385.0,POD2_RNEG
1540,385.0,POD3_RNEG
1542,385.5,POD0_RNEG
1542,385.5,POD1_RNEG
1542,385.5,POD2_RNEG
1542,385.5,POD3_RNEG
1545,386.25,POD0_RNEG
1545,386.25,POD1_RNEG
1545,386.25,POD2_RNEG
1545,386.25,POD3_RNEG
1552,388.0,POD0_RPOS
1552,388.0,POD1_RPOS
1552,388.0,POD2_RPOS
1552,388.0,POD3_RPOS
1554,388.5,POD0_RPOS
1554,388.5,POD1_RPOS
1554,388.5,POD2_RPOS
1554,388.5,POD3_RPOS
1556,389.0,POD0_RPOS
1556,389.0,POD1_RPOS
1556,389.0,POD2_RPOS
1556,389.0,POD3_RPOS
1558,389.5,POD0_RPOS
1558,389.5,POD1_RPOS
1558,389.5,POD2_RPOS
1558,389.5,POD3_RPOS
1560,390.0,POD0_RPOS
1560,390.0,POD1_RPOS
1560,390.0,POD2_RPOS
1560,390.0,POD3_RPOS
1563,390.75,POD0_RPOS
1563,390.75,POD1_RPOS
1563,390.75,POD2_RPOS
1563,390.75,POD3_RPOS
1571,392.75,POD0_RNEG
1571,392.75,POD1_RNEG
1571,392.75,POD2_RNEG
1571,392.75,POD3_RNEG
1574,393.5,POD0_RNEG
1574,393.5,POD1_RNEG
1574,393.5,POD2_RNEG
1574,393.5,POD3_RNEG
1576,394.0,POD0_RNEG
1576,394.0,POD1_RNEG
1576,394.0,POD2_RNEG
1576,394.0,POD3_RNEG
1577,394.25,POD0_RNEG
1577,394.25,POD1_RNEG
1577,394.25,POD2_RNEG
1577,394.25,POD3_RNEG
1579,394.75,POD0_RNEG
1579,394.75,POD1_RNEG
1579,394.75,POD2_RNEG
